id,title,description,creationDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,itemtags,assignedUserIds,projectId,totalTimeSpent
2427,Implement React component,Create responsive component with hooks,2025-05-06,2025-05-08,2025-05-23,,175,ARCHIVED,LOW,100.0,frontend,user18,53,0
2428,Urgent hotfix,Patch production bug under SLA,2025-03-31,2025-03-31,2025-04-16,,495,ARCHIVED,CRITICAL,100.0,urgent,"user31, user6, user34",52,0
2429,Design schema,Create relational schema for new feature,2025-03-01,2025-03-05,2025-03-11,,138,IN_PROGRESS,LOW,70.4,database,"user47, user14, user42",90,93
2430,Debug memory leak,Track and fix memory usage issue,2025-01-17,2025-01-17,2025-01-29,,66,IN_PROGRESS,LOW,16.1,bug,"user6, user44, user22",16,38
2431,Migrate data,Transfer data from legacy system,2025-02-11,2025-02-14,2025-02-18,,333,IN_PROGRESS,MEDIUM,65.0,database,"user25, user15",63,206
2432,Apply security patch,Update libraries for vulnerability,2025-04-03,2025-04-08,2025-04-20,2025-04-20,320,DONE,HIGH,100.0,security,user12,89,304
2433,Optimize DB queries,Improve performance of complex joins,2025-05-10,2025-05-13,2025-06-02,2025-06-02,1461,DONE,MEDIUM,100.0,backend,"user28, user45, user30",55,1434
2434,Document API,Write OpenAPI docs for endpoints,2024-11-30,2024-12-03,2024-12-13,2024-12-13,104,DONE,MEDIUM,100.0,api,"user21, user7, user42",100,121
2435,Immediate API fix,Resolve endpoint failure immediately,2024-11-12,2024-11-15,2024-11-21,,1313,TO_DO,HIGH,0.0,urgent,"user15, user43, user14",34,0
2436,Design schema,Create relational schema for new feature,2025-01-21,2025-01-22,2025-01-31,,178,TO_DO,CRITICAL,0.0,database,"user11, user31",8,0
2437,Write unit tests,Cover business logic with JUnit,2025-01-26,2025-01-27,2025-02-04,2025-02-04,437,DONE,MEDIUM,100.0,testing,"user8, user24, user7",5,456
2438,Immediate API fix,Resolve endpoint failure immediately,2024-12-11,2024-12-11,2024-12-17,,2762,IN_PROGRESS,MEDIUM,54.7,urgent,"user1, user26",27,951
2439,Optimize DB queries,Improve performance of complex joins,2025-04-06,2025-04-08,2025-04-25,2025-04-22,1176,DONE,MEDIUM,100.0,backend,"user40, user20",87,1406
2440,Apply security patch,Update libraries for vulnerability,2025-03-29,2025-04-03,2025-04-20,,103,IN_PROGRESS,MEDIUM,47.5,security,"user43, user30",67,80
2441,Implement JWT auth,Add token-based authentication,2025-04-19,2025-04-22,2025-05-07,,297,TO_DO,LOW,0.0,security,"user45, user23",53,0
2442,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-11-16,2024-11-18,2024-11-26,2024-11-25,1457,DONE,MEDIUM,100.0,devops,"user25, user7",4,1668
2443,Add rate limiting,Protect endpoints with request limits,2025-02-16,2025-02-20,2025-03-09,,134,IN_PROGRESS,MEDIUM,59.2,api,"user4, user44, user31",71,74
2444,Debug memory leak,Track and fix memory usage issue,2024-12-07,2024-12-08,2024-12-22,,450,BLOCKED,HIGH,16.5,bug,user44,19,0
2445,Apply security patch,Update libraries for vulnerability,2025-01-13,2025-01-15,2025-01-31,,180,TO_DO,MEDIUM,0.0,security,user30,41,0
2446,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-02,2025-02-06,2025-02-17,,99,IN_PROGRESS,MEDIUM,15.2,frontend,user50,79,41
2447,Implement React component,Create responsive component with hooks,2025-02-26,2025-03-03,2025-03-15,,392,IN_PROGRESS,LOW,14.8,frontend,"user13, user29, user6",52,248
2448,Implement JWT auth,Add token-based authentication,2025-04-10,2025-04-10,2025-04-13,,129,TO_DO,HIGH,0.0,security,"user23, user41, user38",50,0
2449,Document API,Write OpenAPI docs for endpoints,2024-12-27,2024-12-29,2025-01-07,2025-01-04,100,DONE,CRITICAL,100.0,api,"user44, user4",6,115
2450,Optimize DB queries,Improve performance of complex joins,2025-01-13,2025-01-16,2025-01-27,,2589,TO_DO,MEDIUM,0.0,backend,"user20, user1",54,0
2451,Fix CSS layout issue,Resolve flexbox misalignment in UI,2024-12-12,2024-12-12,2024-12-22,,411,ARCHIVED,LOW,100.0,frontend,"user40, user13",74,0
2452,Optimize DB queries,Improve performance of complex joins,2024-11-21,2024-11-23,2024-12-04,,2441,IN_PROGRESS,MEDIUM,78.0,backend,"user9, user10",68,1854
2453,Implement API endpoint,Develop REST endpoint for user service,2025-04-25,2025-04-29,2025-05-05,,2661,TO_DO,LOW,0.0,backend,"user1, user11, user3",82,0
2454,Optimize DB queries,Improve performance of complex joins,2025-04-26,2025-04-30,2025-05-06,,1045,TO_DO,MEDIUM,0.0,backend,user4,1,0
2455,Urgent hotfix,Patch production bug under SLA,2025-04-09,2025-04-10,2025-04-30,,1279,BLOCKED,MEDIUM,5.7,urgent,"user27, user21, user43",30,0
2456,Urgent hotfix,Patch production bug under SLA,2025-04-23,2025-04-27,2025-05-17,,1118,IN_PROGRESS,LOW,79.1,urgent,"user38, user14, user16",15,876
2457,Immediate API fix,Resolve endpoint failure immediately,2024-11-28,2024-11-28,2024-12-09,,1640,TO_DO,LOW,0.0,urgent,"user48, user50, user43",68,0
2458,Implement JWT auth,Add token-based authentication,2025-03-06,2025-03-06,2025-03-26,2025-03-23,286,DONE,MEDIUM,100.0,security,"user39, user11, user3",24,254
2459,Add rate limiting,Protect endpoints with request limits,2025-01-07,2025-01-12,2025-01-28,2025-01-27,64,DONE,MEDIUM,100.0,api,"user35, user28, user27",90,56
2460,Migrate data,Transfer data from legacy system,2025-03-29,2025-03-30,2025-04-15,,368,IN_PROGRESS,CRITICAL,87.3,database,"user9, user47",92,232
2461,Configure Docker,Containerize the application,2025-02-23,2025-02-27,2025-03-05,,2112,IN_PROGRESS,MEDIUM,86.7,devops,"user27, user49",75,1048
2462,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-05-12,2025-05-17,2025-05-26,,598,IN_PROGRESS,MEDIUM,89.8,devops,"user16, user35",31,421
2463,Fix login bug,Resolve null pointer in login logic,2025-01-09,2025-01-14,2025-01-20,,444,IN_PROGRESS,LOW,10.3,bug,"user13, user35, user46",40,239
2464,Write unit tests,Cover business logic with JUnit,2024-11-23,2024-11-26,2024-12-07,,478,IN_PROGRESS,CRITICAL,48.7,testing,"user23, user6, user8",38,299
2465,Immediate API fix,Resolve endpoint failure immediately,2025-05-08,2025-05-13,2025-05-27,,2327,IN_PROGRESS,CRITICAL,37.9,urgent,user9,8,1071
2466,Design schema,Create relational schema for new feature,2025-02-08,2025-02-11,2025-03-02,,445,TO_DO,HIGH,0.0,database,"user19, user1",65,0
2467,Apply security patch,Update libraries for vulnerability,2025-03-25,2025-03-30,2025-04-13,,238,IN_PROGRESS,HIGH,38.2,security,"user8, user7",81,138
2468,Setup integration tests,Test service interactions end-to-end,2025-01-16,2025-01-19,2025-01-29,2025-01-27,212,DONE,HIGH,100.0,testing,user42,24,224
2469,Immediate API fix,Resolve endpoint failure immediately,2025-01-11,2025-01-12,2025-01-28,,1132,IN_PROGRESS,MEDIUM,60.6,urgent,"user26, user19",48,654
2470,Document API,Write OpenAPI docs for endpoints,2025-04-06,2025-04-06,2025-04-11,,228,IN_PROGRESS,LOW,71.2,api,user27,28,163
2471,Urgent hotfix,Patch production bug under SLA,2025-04-17,2025-04-18,2025-05-03,,2157,IN_PROGRESS,LOW,46.9,urgent,"user50, user25, user26",67,1076
2472,Configure Docker,Containerize the application,2025-02-08,2025-02-10,2025-02-27,,1909,TO_DO,CRITICAL,0.0,devops,"user35, user9",72,0
2473,Design schema,Create relational schema for new feature,2025-01-27,2025-01-27,2025-02-02,,325,BLOCKED,MEDIUM,16.3,database,"user30, user10, user37",22,0
2474,Immediate API fix,Resolve endpoint failure immediately,2025-04-04,2025-04-07,2025-04-18,2025-04-17,2763,DONE,MEDIUM,100.0,urgent,"user48, user45",93,2306
2475,Configure Docker,Containerize the application,2025-03-28,2025-04-02,2025-04-17,,1151,TO_DO,MEDIUM,0.0,devops,"user37, user22",58,0
2476,Implement React component,Create responsive component with hooks,2024-12-18,2024-12-22,2024-12-26,,100,TO_DO,HIGH,0.0,frontend,user44,96,0
2477,Migrate data,Transfer data from legacy system,2024-12-28,2024-12-28,2025-01-01,,285,TO_DO,HIGH,0.0,database,"user29, user37, user3",25,0
2478,Implement JWT auth,Add token-based authentication,2025-02-17,2025-02-19,2025-03-11,,397,TO_DO,MEDIUM,0.0,security,"user45, user25",1,0
2479,Configure Docker,Containerize the application,2025-02-07,2025-02-12,2025-02-24,,1112,IN_PROGRESS,LOW,15.2,devops,user42,21,730
2480,Urgent hotfix,Patch production bug under SLA,2025-03-10,2025-03-12,2025-03-26,2025-03-25,1571,DONE,MEDIUM,100.0,urgent,"user10, user33",87,1517
2481,Implement React component,Create responsive component with hooks,2024-12-22,2024-12-26,2025-01-14,,151,IN_PROGRESS,MEDIUM,44.2,frontend,user47,16,118
2482,Implement React component,Create responsive component with hooks,2025-02-17,2025-02-20,2025-03-02,,310,TO_DO,MEDIUM,0.0,frontend,"user34, user1, user6",59,0
2483,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-01-21,2025-01-24,2025-01-28,,396,IN_PROGRESS,MEDIUM,44.5,frontend,user49,99,276
2484,Design schema,Create relational schema for new feature,2024-12-26,2024-12-30,2025-01-03,,279,TO_DO,LOW,0.0,database,user22,29,0
2485,Implement API endpoint,Develop REST endpoint for user service,2025-01-17,2025-01-21,2025-02-10,,1625,IN_PROGRESS,LOW,31.9,backend,"user6, user27, user24",74,626
2486,Design schema,Create relational schema for new feature,2025-02-02,2025-02-04,2025-02-17,,233,TO_DO,HIGH,0.0,database,"user1, user39",50,0
2487,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-02-11,2025-02-14,2025-02-28,2025-02-26,1299,DONE,MEDIUM,100.0,devops,"user13, user17, user6",48,1422
2488,Debug memory leak,Track and fix memory usage issue,2024-12-14,2024-12-18,2024-12-28,,343,TO_DO,CRITICAL,0.0,bug,"user9, user2, user48",52,0
2489,Optimize DB queries,Improve performance of complex joins,2025-05-03,2025-05-05,2025-05-08,,2167,TO_DO,MEDIUM,0.0,backend,"user42, user11, user12",91,0
2490,Implement API endpoint,Develop REST endpoint for user service,2025-01-09,2025-01-10,2025-01-13,,1646,IN_PROGRESS,MEDIUM,89.7,backend,"user26, user32",5,1164
2491,Design schema,Create relational schema for new feature,2025-04-07,2025-04-12,2025-05-02,,218,IN_PROGRESS,HIGH,18.0,database,"user46, user27",70,161
2492,Migrate data,Transfer data from legacy system,2025-04-04,2025-04-05,2025-04-15,2025-04-15,367,DONE,HIGH,100.0,database,user17,23,353
2493,Immediate API fix,Resolve endpoint failure immediately,2025-03-04,2025-03-08,2025-03-16,,945,IN_PROGRESS,HIGH,42.4,urgent,user11,59,459
2494,Implement API endpoint,Develop REST endpoint for user service,2025-04-03,2025-04-06,2025-04-13,,1498,TO_DO,MEDIUM,0.0,backend,user33,22,0
2495,Setup integration tests,Test service interactions end-to-end,2025-02-23,2025-02-26,2025-03-16,,66,IN_PROGRESS,MEDIUM,56.3,testing,user48,49,46
2496,Immediate API fix,Resolve endpoint failure immediately,2025-03-14,2025-03-16,2025-03-19,,2702,TO_DO,HIGH,0.0,urgent,"user41, user40",56,0
2497,Implement JWT auth,Add token-based authentication,2025-03-04,2025-03-08,2025-03-17,,294,TO_DO,MEDIUM,0.0,security,user40,58,0
2498,Implement JWT auth,Add token-based authentication,2024-12-01,2024-12-06,2024-12-19,,421,IN_PROGRESS,MEDIUM,83.4,security,"user13, user37",22,237
2499,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-02-27,2025-03-01,2025-03-07,,2875,BLOCKED,MEDIUM,29.0,devops,user47,51,0
2500,Implement JWT auth,Add token-based authentication,2024-11-11,2024-11-11,2024-11-21,,71,IN_PROGRESS,LOW,72.9,security,user12,50,31
2501,Add rate limiting,Protect endpoints with request limits,2025-02-16,2025-02-19,2025-02-26,,457,TO_DO,CRITICAL,0.0,api,user15,52,0
2502,Immediate API fix,Resolve endpoint failure immediately,2025-02-15,2025-02-15,2025-02-28,,2227,IN_PROGRESS,LOW,81.5,urgent,user38,53,1295
2503,Implement React component,Create responsive component with hooks,2025-04-01,2025-04-05,2025-04-09,,132,IN_PROGRESS,MEDIUM,21.6,frontend,"user50, user43, user6",78,53
2504,Design schema,Create relational schema for new feature,2025-02-21,2025-02-26,2025-03-05,2025-03-04,162,DONE,CRITICAL,100.0,database,"user15, user49, user47",84,189
2505,Add rate limiting,Protect endpoints with request limits,2024-12-09,2024-12-12,2024-12-18,,348,IN_PROGRESS,MEDIUM,60.5,api,user27,70,232
2506,Document API,Write OpenAPI docs for endpoints,2025-01-17,2025-01-20,2025-02-01,2025-01-29,369,DONE,MEDIUM,100.0,api,user8,92,316
2507,Document API,Write OpenAPI docs for endpoints,2025-04-14,2025-04-19,2025-04-28,2025-04-28,287,DONE,MEDIUM,100.0,api,"user44, user29, user26",62,235
2508,Implement React component,Create responsive component with hooks,2025-05-07,2025-05-09,2025-05-21,,276,IN_PROGRESS,LOW,69.2,frontend,user34,91,201
2509,Debug memory leak,Track and fix memory usage issue,2025-04-30,2025-04-30,2025-05-14,2025-05-11,359,DONE,HIGH,100.0,bug,"user29, user13, user17",51,393
2510,Implement JWT auth,Add token-based authentication,2025-01-08,2025-01-10,2025-01-28,,220,TO_DO,LOW,0.0,security,"user17, user13, user33",75,0
2511,Immediate API fix,Resolve endpoint failure immediately,2025-03-13,2025-03-15,2025-03-26,,1659,IN_PROGRESS,HIGH,79.9,urgent,"user12, user15, user36",20,1135
2512,Fix login bug,Resolve null pointer in login logic,2025-01-09,2025-01-09,2025-01-29,,315,TO_DO,HIGH,0.0,bug,"user47, user33",27,0
2513,Design schema,Create relational schema for new feature,2024-12-15,2024-12-17,2024-12-20,,170,IN_PROGRESS,MEDIUM,13.2,database,"user24, user47",73,69
2514,Immediate API fix,Resolve endpoint failure immediately,2025-04-30,2025-04-30,2025-05-04,2025-05-02,1552,DONE,HIGH,100.0,urgent,"user11, user3, user16",6,1855
2515,Design schema,Create relational schema for new feature,2025-04-26,2025-04-26,2025-05-04,,420,TO_DO,MEDIUM,0.0,database,"user28, user10",74,0
2516,Setup integration tests,Test service interactions end-to-end,2025-04-21,2025-04-23,2025-04-30,,78,IN_PROGRESS,MEDIUM,29.9,testing,"user37, user38, user7",51,23
2517,Configure Docker,Containerize the application,2025-02-14,2025-02-16,2025-03-06,2025-03-05,2789,DONE,HIGH,100.0,devops,"user35, user18, user20",3,3193
2518,Design schema,Create relational schema for new feature,2025-03-22,2025-03-26,2025-04-13,,368,TO_DO,HIGH,0.0,database,"user23, user22, user1",49,0
2519,Configure Docker,Containerize the application,2024-12-16,2024-12-18,2024-12-31,2024-12-30,1529,DONE,HIGH,100.0,devops,"user31, user6, user4",37,1377
2520,Immediate API fix,Resolve endpoint failure immediately,2025-02-18,2025-02-21,2025-02-27,2025-02-25,1961,DONE,MEDIUM,100.0,urgent,user30,82,1825
2521,Design schema,Create relational schema for new feature,2024-12-29,2025-01-01,2025-01-08,2025-01-06,142,DONE,MEDIUM,100.0,database,"user29, user12",20,131
2522,Optimize DB queries,Improve performance of complex joins,2024-12-30,2025-01-01,2025-01-14,,2093,BLOCKED,CRITICAL,28.0,backend,"user23, user13, user39",5,0
2523,Migrate data,Transfer data from legacy system,2025-02-23,2025-02-26,2025-03-07,,323,TO_DO,MEDIUM,0.0,database,"user43, user40, user28",57,0
2524,Write unit tests,Cover business logic with JUnit,2025-03-16,2025-03-18,2025-03-27,2025-03-24,146,DONE,MEDIUM,100.0,testing,user21,17,151
2525,Migrate data,Transfer data from legacy system,2024-11-23,2024-11-25,2024-12-15,,153,IN_PROGRESS,MEDIUM,71.1,database,"user49, user14",98,69
2526,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-05-06,2025-05-08,2025-05-27,,115,TO_DO,MEDIUM,0.0,frontend,"user30, user42",16,0
2527,Implement JWT auth,Add token-based authentication,2025-02-22,2025-02-25,2025-03-08,2025-03-08,131,DONE,MEDIUM,100.0,security,"user25, user6, user12",1,138
2528,Debug memory leak,Track and fix memory usage issue,2025-03-22,2025-03-24,2025-04-04,,252,IN_PROGRESS,LOW,66.9,bug,user4,96,126
2529,Implement JWT auth,Add token-based authentication,2025-03-15,2025-03-17,2025-03-27,,467,IN_PROGRESS,MEDIUM,16.8,security,"user10, user14, user1",15,248
2530,Immediate API fix,Resolve endpoint failure immediately,2024-11-16,2024-11-16,2024-11-26,,2865,CANCELLED,MEDIUM,18.8,urgent,"user5, user50, user29",97,0
2531,Document API,Write OpenAPI docs for endpoints,2025-04-10,2025-04-11,2025-04-20,,309,TO_DO,HIGH,0.0,api,"user27, user30, user35",84,0
2532,Implement API endpoint,Develop REST endpoint for user service,2025-02-26,2025-03-03,2025-03-15,,2358,TO_DO,CRITICAL,0.0,backend,user22,94,0
2533,Document API,Write OpenAPI docs for endpoints,2025-04-22,2025-04-25,2025-05-02,,437,TO_DO,MEDIUM,0.0,api,"user35, user50",57,0
2534,Implement JWT auth,Add token-based authentication,2025-01-13,2025-01-16,2025-01-29,,183,ARCHIVED,LOW,100.0,security,user7,84,0
2535,Implement React component,Create responsive component with hooks,2025-03-31,2025-04-01,2025-04-04,,225,IN_PROGRESS,HIGH,52.1,frontend,user24,7,80
2536,Apply security patch,Update libraries for vulnerability,2025-02-11,2025-02-15,2025-03-06,,341,IN_PROGRESS,CRITICAL,31.0,security,user44,93,105
2537,Optimize DB queries,Improve performance of complex joins,2025-01-31,2025-02-05,2025-02-08,,1784,TO_DO,HIGH,0.0,backend,"user31, user50, user44",34,0
2538,Write unit tests,Cover business logic with JUnit,2024-12-16,2024-12-20,2024-12-29,,364,IN_PROGRESS,MEDIUM,86.7,testing,"user11, user21, user28",62,117
2539,Migrate data,Transfer data from legacy system,2024-11-23,2024-11-25,2024-12-11,,401,IN_PROGRESS,HIGH,62.0,database,"user28, user20",73,266
2540,Fix login bug,Resolve null pointer in login logic,2025-03-17,2025-03-19,2025-03-29,,402,BLOCKED,HIGH,26.7,bug,"user11, user18, user12",30,0
2541,Add rate limiting,Protect endpoints with request limits,2025-02-10,2025-02-12,2025-03-01,,311,BLOCKED,MEDIUM,25.8,api,"user40, user16",75,0
2542,Setup integration tests,Test service interactions end-to-end,2025-04-04,2025-04-05,2025-04-17,,199,TO_DO,LOW,0.0,testing,user43,71,0
2543,Immediate API fix,Resolve endpoint failure immediately,2025-04-07,2025-04-08,2025-04-23,,870,TO_DO,MEDIUM,0.0,urgent,user31,60,0
2544,Immediate API fix,Resolve endpoint failure immediately,2025-02-14,2025-02-15,2025-03-05,,1830,IN_PROGRESS,LOW,26.4,urgent,"user28, user49, user25",8,944
2545,Implement React component,Create responsive component with hooks,2025-05-02,2025-05-04,2025-05-07,2025-05-06,286,DONE,MEDIUM,100.0,frontend,"user50, user41",94,238
2546,Fix login bug,Resolve null pointer in login logic,2025-03-21,2025-03-22,2025-03-27,2025-03-26,94,DONE,MEDIUM,100.0,bug,user24,91,78
2547,Implement React component,Create responsive component with hooks,2025-05-09,2025-05-11,2025-05-28,,183,TO_DO,MEDIUM,0.0,frontend,user42,89,0
2548,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-01-20,2025-01-22,2025-02-10,2025-02-10,214,DONE,HIGH,100.0,frontend,"user44, user34",76,241
2549,Add rate limiting,Protect endpoints with request limits,2025-01-24,2025-01-25,2025-02-01,2025-01-29,283,DONE,CRITICAL,100.0,api,user14,56,274
2550,Immediate API fix,Resolve endpoint failure immediately,2025-01-09,2025-01-10,2025-01-21,,2321,TO_DO,LOW,0.0,urgent,"user40, user26, user12",12,0
2551,Immediate API fix,Resolve endpoint failure immediately,2024-12-23,2024-12-27,2025-01-03,,2646,TO_DO,MEDIUM,0.0,urgent,"user25, user11",4,0
2552,Design schema,Create relational schema for new feature,2025-01-12,2025-01-17,2025-01-31,,140,IN_PROGRESS,CRITICAL,42.5,database,user31,92,65
2553,Add rate limiting,Protect endpoints with request limits,2025-03-09,2025-03-11,2025-03-14,,352,TO_DO,LOW,0.0,api,"user30, user10",40,0
2554,Migrate data,Transfer data from legacy system,2025-01-30,2025-02-02,2025-02-19,,61,IN_PROGRESS,CRITICAL,31.7,database,"user14, user44",1,29
2555,Configure Docker,Containerize the application,2025-04-17,2025-04-22,2025-05-08,2025-05-06,1458,DONE,LOW,100.0,devops,user35,28,1465
2556,Write unit tests,Cover business logic with JUnit,2024-12-13,2024-12-16,2024-12-31,,434,IN_PROGRESS,MEDIUM,37.7,testing,"user13, user40, user36",70,215
