id,title,description,creationDate,lastModifiedDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,updatedBy,createdBy,projectId,userStory,totalTimeSpent,assignedUserIds,tags,dependencies
311,Refactor backend service,Refactor backend service. Machine son television garden base. Other start study sell.,2025-02-23,2025-02-23,2025-02-26,2025-03-13,,205,ARCHIVED,MEDIUM,31.94,ec4af135-9433-42f5-91ee-77bc9bad3b6b,7e46dd7b-2ff6-46e4-9d56-ba8958667929,1013,2062,56,617d47d8-9e54-4d9a-afa0-5740ead86a73,frontend,"35,23,67"
312,Integrate logging mechanism,Integrate logging mechanism. Produce rise cold official success. Politics sense break. Less live live way.,2025-03-18,2025-03-18,2025-03-23,2025-04-01,,288,CANCELED,MEDIUM,100.0,7b321037-a0a5-48b2-9e88-df88a5ab2de0,2a1fcd7a-b9d6-481a-8260-79f4ec3d76bc,1083,2062,0,"82480292-1e8a-4363-96f0-60490db18135,b0a54323-1e34-4f48-b62a-a0cf8651542c,0ef7478b-fd8b-48e7-938d-1ddcdcf83efc",performance,"114,311"
313,Design database model,Design database model. Here relationship listen certain that. Eye something high. Which raise American truth PM what.,2025-05-06,2025-05-07,2025-05-06,2025-05-14,,105,ARCHIVED,LOW,81.54,334358ac-d147-42df-bcf2-2788a65fd298,b4ac5cbe-e60a-473a-b297-3825d69dfcb7,1012,2092,68,4555258d-5bee-4089-9c44-bce647fbb6e9,ux,156
314,Update backend service,Update backend service. Friend environment better pressure hospital. Same open crime front real. Finish action across attack. Best billion land detail exist cover.,2025-03-19,2025-03-22,2025-03-20,2025-03-31,,154,CANCELED,LOW,93.8,d2e00598-88e5-4d19-ae6d-8388e28cc5d4,5484177f-5116-473f-9e83-101cf6c544be,1098,2081,0,"2944d661-5b31-48d2-bc65-f270d5f9cc46,711cd84d-a4de-4f41-bb7e-bca7ff93090b,db36905e-0209-445f-b564-ea93991eaf49","security,docker,performance",
315,Refactor logging mechanism,Refactor logging mechanism. Arm order thus describe. Point remain build task candidate prevent tonight not. To receive education level. Police two everybody interview.,2025-02-08,2025-02-11,2025-02-11,2025-02-15,,210,IN_PROGRESS,HIGH,49.96,5ed866e7-8d8e-49c2-a064-21a7f37fcc18,0ab1a9d2-ee87-476c-bf89-cafd376edff8,1040,2070,108,"72a0316e-845c-4f52-9083-9844cfd157fd,5d6f512d-b3ab-4700-b42e-0c90d3c35d59,1c4683f0-2516-44db-a646-ab7ce3f353dc","security,testing",
316,Update backend service,Update backend service. Class available since him four. Election spend concern attorney. Particular condition man century shoulder.,2025-05-04,2025-05-06,2025-05-07,2025-05-21,2025-05-07,139,COMPLETED,HIGH,100.0,a17251d3-cbbc-46ce-a4c3-3488448bbfa7,f45fae37-ce92-41b2-b426-3bfb1a2cc486,1057,2057,123,"2ecaeffa-14ff-4d5c-b2c5-e99ebc01c836,56edc9e1-37d4-404d-a0d4-d7a0bb93eff4,0a3565c0-4a25-4fd2-938f-e348b4a7c359","backend,kubernetes",
317,Refactor unit tests,Refactor unit tests. Tree resource billion authority. Road since affect marriage present a also. Entire record toward off middle vote. Long identify road speech audience difficult his.,2025-02-27,2025-03-01,2025-03-03,2025-03-06,,79,ARCHIVED,MEDIUM,29.73,a5d8b221-d15d-453e-8783-6dc78afd827c,fc11f383-906d-4f6e-952a-986818ab0c06,1012,2004,22,a3276e6c-246f-409d-bd0d-fc84555d4110,"security,devops",
318,Update unit tests,Update unit tests. Note various grow radio. Area young positive half table future. Set face data never whose produce federal.,2025-04-13,2025-04-13,2025-04-15,2025-04-27,,95,IN_PROGRESS,HIGH,9.1,5fffce53-4c3a-4a60-86c0-339f5c322d1b,e1f8660d-c37e-4b3c-a47e-32fe33326599,1061,2022,8,"4385a38f-02f4-4edf-b660-ed1fd86f2b3d,b899a342-37dd-469b-be3d-2cd3c0ca5313,b1c4acc9-d162-4cb6-8203-ac0f2488bab4","kubernetes,ci/cd",
319,Add authentication module,Add authentication module. Read main those just country along agent you. Majority as music film move.,2025-03-15,2025-03-17,2025-03-15,2025-03-27,,165,CANCELED,CRITICAL,37.77,0f60a319-fea4-4226-a47b-dd137f1460fa,50d71f5a-1926-4d44-8c4a-6cc99a24ea6e,1053,2015,0,"289fe2e6-6426-4fac-a98e-d6a0d39e3456,eb8b5d86-75dc-4d2f-8c88-f1393624abdb",kubernetes,
320,Design authentication module,Design authentication module. Already argue skin. If deep president. Learn question them chance often under already.,2025-04-27,2025-04-28,2025-05-01,2025-05-04,,165,CANCELED,HIGH,51.91,4c5269ab-7240-41df-8402-13ab7645ed58,098c4f42-f587-417f-9b80-39e0a06fe576,1064,2089,0,"f2994e02-7d07-472e-b464-ab69bb218785,89ad1a2a-fc0c-4d90-b52e-cf00e2bf480c,14a1c90d-b3e5-47eb-b090-f15c30e0e555",devops,
321,Migrate security layer,Migrate security layer. Likely truth animal. Add plan toward star. Lay color opportunity stand.,2025-02-19,2025-02-22,2025-02-24,2025-03-05,,194,BLOCKED,HIGH,100.0,71bdc8b2-b48e-4ccb-9a56-d84f185f4190,fd505690-bd5e-45e9-a09c-d459717a9b30,1010,2051,27,"99134265-1673-4944-ae4c-9d3473669b42,a6f2cbaf-e352-42d2-a92b-92f5f2696407,99e0cf95-7e42-43d5-b1a9-7b8779ee9bae","testing,devops,docker","43,244"
322,Update logging mechanism,Update logging mechanism. Organization past as dark front structure scene. Food wish office case student soldier.,2025-02-16,2025-02-16,2025-02-17,2025-02-27,,181,BLOCKED,LOW,98.71,7c33f16e-bd39-4f33-aab3-6f1377f6503b,5b3d047a-f45b-403b-bea2-9be839615655,1085,2052,19,"be8ae2f6-0157-4e9d-aaf4-15e6f9b7e26b,9405ccfd-48de-446a-be1b-4ac4daf09a51,aca834ad-7744-48de-88d1-5b42e96d33e5","security,kubernetes","221,166"
323,Fix unit tests,Fix unit tests. Community as event serious collection have close during.,2025-04-21,2025-04-22,2025-04-23,2025-05-05,,61,CANCELED,CRITICAL,97.78,60f6c354-c62a-4b2f-bb95-408b58241090,c2cbc2d6-46b3-4ce9-b832-88f7c643c837,1005,2029,0,"0e3043f7-87a9-43e4-a520-63520992a411,d1f237e6-4ef0-4100-ad12-2f61ef25dfb5",docker,
324,Fix API endpoint,Fix API endpoint. Beyond suggest partner sing.,2025-04-03,2025-04-03,2025-04-08,2025-04-12,,130,TODO,HIGH,91.75,509ec58c-9795-4c43-95b1-a8899c3ae076,542ea66e-b751-49da-a566-5a4ed457bd0f,1088,2014,0,"f146df7f-3014-4f4e-a51a-afcfc4ca594d,a118ec31-eecb-4f0b-98c2-7858ddc8a5e3","performance,kubernetes",
325,Update API endpoint,Update API endpoint. According conference become prepare. Indicate southern significant realize deal. Mission include visit particular also.,2025-02-07,2025-02-07,2025-02-22,2025-02-08,,139,ARCHIVED,CRITICAL,51.8,10a29659-ebd0-4913-b01a-344c13f6c10b,947dd9e1-ea11-4c19-83a2-40b747b730fb,1074,2084,68,"b5827f19-f136-44b2-94f0-3c5fc7b7a8a5,043281aa-a5bd-4519-a575-0e509e24bb9c,d4410fb2-c3c2-4e4c-8c67-3f5a49291a1c","backend,api,devops",
326,Add authentication module,Add authentication module. Wear physical site girl above dog brother morning. Peace television would medical. Show process everybody create someone rate why.,2025-02-23,2025-02-25,2025-02-24,2025-03-11,,171,CANCELED,CRITICAL,100.0,2e220c79-e20c-4827-afaf-3715d757f9d7,0a70c4be-9b9a-4fec-bc2b-71ed60c67481,1029,2048,0,61e94f41-8072-4dbc-be79-15c3723cac83,"kubernetes,frontend,security","139,185"
327,Refactor API endpoint,Refactor API endpoint. Civil two approach hair. Itself free source serve analysis. Understand compare size.,2025-03-24,2025-03-24,2025-03-28,2025-04-08,,244,TODO,LOW,95.71,37e0a659-0f72-415b-901c-30eafd0f3df7,776f2e64-7aa9-43ff-a127-53278e971387,1031,2067,0,"31fade62-3cf7-4c86-8f15-b1a2c9abd981,f3228078-4216-4d53-8782-aae8b0eb7c61,bcb3c340-121b-4f88-ada4-f0f3d37c3a75","security,performance",
328,Improve database model,Improve database model. Audience dog know often. Cup quality for single for better. Thank heart determine likely machine three.,2025-03-25,2025-03-27,2025-03-26,2025-03-29,2025-03-26,220,COMPLETED,LOW,100.0,4bccb6fd-0014-4042-99a4-67f7efdec5c3,a27fd763-749b-4976-a9b3-0ef5326992ea,1080,2032,202,"1a3627d6-540a-4ce3-b87a-7c2b5c453dd1,f5e6e1e8-94c1-4412-8045-4e4fc3feaf10,2bdbb439-5bf6-4bbb-807c-ca2b5920be81","backend,ux",
329,Design user service,Design user service. Lawyer hold carry rest place wish dark camera. Arrive carry surface learn commercial gas though.,2025-02-20,2025-02-21,2025-02-21,2025-02-26,2025-02-21,98,COMPLETED,CRITICAL,100.0,7796005f-8a6e-44bd-b8ed-2f8c3798e5ba,732a4f79-3448-49f9-ae28-344edb49e01e,1030,2073,107,"617b62ee-6eb6-40c5-a8f0-7814832dfa99,91bc8262-eca2-4650-9a48-b5334013dc86,f59394a6-b118-44f0-a5a6-71694c1f8ecd",testing,
330,Migrate user service,Migrate user service. Town official need discover in miss television describe. Student evidence role save east force often.,2025-04-05,2025-04-06,2025-04-09,2025-04-17,,156,BLOCKED,HIGH,64.59,f818b9a3-f80d-4032-9f19-3db8ede0f22b,7b36f37e-0d60-42a3-8ec6-b0e650d7e4ab,1088,2090,21,0692f539-1591-48f6-828b-3d45b177da6d,"devops,testing,kubernetes",
331,Implement logging mechanism,Implement logging mechanism. Trial together individual analysis. Safe mean international hour special recent better. Drive next actually rule wear car fast. Administration protect class learn.,2025-05-03,2025-05-06,2025-05-07,2025-05-12,2025-05-07,235,COMPLETED,CRITICAL,100.0,c2db9fa1-7ad7-44a3-80f0-5ce5639a65b4,baff7a6f-17bd-4153-bc66-64069442b779,1038,2056,231,"bd4b9314-a85d-4c47-83d3-16c06c91ea06,88e81387-aec6-4722-83d0-bb85bc27faf3","docker,api,devops","75,16"
332,Fix backend service,Fix backend service. With less catch. Continue the phone region ability physical. Throw four allow international especially watch. Offer debate range per friend usually method.,2025-04-02,2025-04-02,2025-04-02,2025-04-07,,156,IN_PROGRESS,HIGH,26.42,6d059521-d395-49d0-9c22-59dd115c3a07,04371489-8da2-47a5-9757-c2e88ad55bef,1010,2088,34,"c1fff254-d8a8-4e96-bb3f-21c3f8ef09bd,59a839f6-02d9-4b91-9365-8e8257253cad,6353eced-e82c-43ed-a8b9-becfddd60c3a","devops,ux",119
333,Improve user service,Improve user service. Book half people. Hand possible relate night similar catch. Draw box long voice oil where.,2025-05-05,2025-05-08,2025-05-08,2025-05-22,,190,CANCELED,LOW,48.65,cb9c8179-8952-40b0-aa16-3547a9d7b077,55ecd571-377a-45ab-8019-3e56480d2e75,1034,2052,0,a5ccb098-2e65-42dd-9ef3-a1710ba4e303,kubernetes,116
334,Implement user service,Implement user service. Good environment quite everyone as generation. May stop like mother stay tonight later.,2025-02-26,2025-02-27,2025-02-27,2025-03-14,,172,IN_PROGRESS,CRITICAL,85.85,17c97f9f-8420-42d4-ab3b-a7584e28f612,8f9d3fcf-e409-4670-b545-41947f397db0,1051,2099,147,"aa8db3a9-1469-4cc5-8c80-d476a79062e6,57bcea5f-bdc2-4d47-96af-c7aefa2a18b6",ci/cd,
335,Design backend service,Design backend service. Throughout leader bag today eye. Body every recent many.,2025-03-13,2025-03-13,2025-03-16,2025-03-30,2025-03-16,247,COMPLETED,LOW,100.0,61c78138-5cff-45f3-b48c-59b0e8c27333,9ff75c64-dccc-4976-8010-b9cecebc717c,1057,2058,256,"862d1539-fa31-4baf-9eb9-202119df5509,40462680-d844-4eb5-8e5d-cefd32e6ee84,de7196e3-2bdf-40a0-9e34-34ddecf94fbc",cloud,
336,Migrate UI component,Migrate UI component. Weight age indicate radio use listen information. Factor as the.,2025-05-01,2025-05-03,2025-05-04,2025-05-18,,268,TODO,CRITICAL,75.75,3758306b-827a-460b-b944-1ebbfbae5e1a,395782b0-9118-43e4-90b6-4545f4dc8bb8,1050,2038,0,dc97bb91-902a-4d87-9d3c-048cf7bee15b,"performance,devops",
337,Migrate user service,Migrate user service. In garden position for order recent. Knowledge fight car smile commercial employee machine. Show another good lay coach.,2025-02-28,2025-02-28,2025-03-04,2025-03-07,,249,CANCELED,MEDIUM,82.16,cca1318f-0a44-4be6-b42b-25a5213b7a72,ea636571-f0a3-4bf0-8174-9ad598334581,1099,2074,0,"f2a7c717-6e76-4a53-a276-888b1e5e7bd9,0c518ded-bdbe-4c46-9ae2-be51b22eadc9,71b4a974-a522-4df4-b1eb-ee8f535bfa2d","ux,devops,testing",
338,Integrate backend service,Integrate backend service. Expect win stuff realize project child draw. Year off kid.,2025-05-06,2025-05-07,2025-05-09,2025-05-12,,122,IN_PROGRESS,LOW,87.37,a8aafe0a-79ed-48fe-be81-e849e744739a,bff5c00e-8da1-4755-bf70-1786f434063a,1011,2014,97,"2f4d3fdd-5181-49b1-82e5-ddc242c94093,25ca4e7f-3c96-415b-95a9-a984f2da45d1,ec2f43ad-a578-488a-adab-c639f2cc4b22","performance,docker,security",
339,Migrate backend service,Migrate backend service. None alone first gas health. Wish move building agent use shoulder way.,2025-03-13,2025-03-14,2025-03-18,2025-03-27,,140,CANCELED,MEDIUM,37.49,b3109ba2-eaa9-4f87-9931-b328bbd28ccb,2f91298e-75e9-4eca-9fc0-7eb6cdb48524,1018,2022,0,,"backend,testing,api",
340,Refactor security layer,Refactor security layer. Wife national medical. Listen face want wonder off.,2025-03-09,2025-03-12,2025-03-12,2025-03-19,,144,CANCELED,LOW,95.08,1200edf7-6b46-4808-a4cb-726d2af290ec,24a1ed19-36fa-407a-a024-0efa44a79a13,1077,2063,0,"b0ac887d-e5bf-4e9b-9f7e-ed4e7e6cff93,d6971894-0d60-4a16-9a2b-c6e861015b0a",cloud,"7,235"
341,Integrate security layer,Integrate security layer. Full both look always question bring. Husband subject land. For part crime money.,2025-02-20,2025-02-21,2025-02-23,2025-03-05,,234,BLOCKED,LOW,59.41,bf0b0f54-38c3-450a-a9c2-f890bc66e926,3d5509d3-e57c-4ed1-9bd1-201aecc9d383,1023,2018,20,"9c3af470-2189-436e-90de-d1da0df67d70,4cc72df2-87d7-4b92-b7d3-3d3e2784a3c4,149e695f-51eb-4800-9ce8-40b1e9d49101",docker,
342,Add database model,Add database model. Against Mrs knowledge public beautiful. Hour make owner memory argue project huge.,2025-04-22,2025-04-23,2025-04-23,2025-04-26,,65,CANCELED,HIGH,4.85,a10071e5-89ce-47a9-9e74-de0cdd4edb28,4ce31a98-141e-44a0-9f4c-832b2f040d4e,1078,2084,0,edc05fdd-12d3-4f6a-a102-d6d70378d46b,"kubernetes,ci/cd,docker",
343,Improve authentication module,Improve authentication module. History activity general final knowledge night. Road know yeah sound eye. Rock increase structure our century field.,2025-04-16,2025-04-16,2025-04-17,2025-04-27,,83,CANCELED,CRITICAL,76.08,c5ea25f1-f093-45c3-afe3-8f2b150f80a1,21a3a788-2644-4305-bfea-4ad5279c89b0,1070,2008,0,"b1673e78-4ec6-40f6-aaa2-bbf6f3d9f575,27ddabf8-217f-404b-b18b-d1608c455b81","performance,devops",
344,Design logging mechanism,Design logging mechanism. At whether series because important trial. Company left nothing trip current strategy. Network amount step strong fight.,2025-05-01,2025-05-03,2025-05-03,2025-05-11,,162,ARCHIVED,CRITICAL,68.89,e7e6fa41-57c1-469c-b1a5-748647708873,91aae6bd-51e4-45d4-9074-febe7ae8eb4c,1077,2040,95,"aca2cbb7-1065-41d2-a600-72e233b691fa,ff96c042-08a4-4d1d-b760-7c12e97498c2","ux,ci/cd","323,271,45"
345,Integrate logging mechanism,Integrate logging mechanism. Agree able enjoy what strong. Buy program explain conference trade population agreement. Manage wife out gun lose.,2025-04-01,2025-04-03,2025-04-03,2025-04-08,,243,ARCHIVED,MEDIUM,49.28,d29e222e-975f-48d5-b4c4-56e86792c79f,7ecd140f-4977-4156-8a9e-eed0d01ed22d,1000,2015,127,073ae18b-8b6c-43ba-b6fa-3cc3617b5b5d,performance,
346,Design UI component,Design UI component. Rather window stand health run adult employee ok. Floor there career clear.,2025-03-20,2025-03-21,2025-03-20,2025-04-03,,85,IN_PROGRESS,HIGH,33.05,c7a78094-f9c6-4854-9e10-ec5de08d96a6,2eb14ddf-35eb-4995-b9a7-16f0381d62fe,1032,2008,28,545d3a2a-654f-48e7-881a-9a734c4d8205,"api,ux",
347,Improve database model,Improve database model. Player western any factor police baby. Short consumer behind sell myself. Step rate feeling rate read benefit.,2025-03-04,2025-03-05,2025-03-04,2025-03-08,,161,CANCELED,MEDIUM,71.72,007bf724-b97a-441e-8488-a1da8742368e,07707ba1-8d8d-49d0-83bb-c272afbcb6f3,1042,2043,0,7bacce10-8cd5-4fec-a8d8-6fb7cd544087,"performance,kubernetes,backend",
348,Integrate logging mechanism,Integrate logging mechanism. Actually million health machine. Tv clear design me story somebody. Party story moment mother necessary series box.,2025-04-03,2025-04-03,2025-04-06,2025-04-11,,159,CANCELED,HIGH,45.78,978afc38-f602-4280-ac1b-f59cc4e764e1,89b780e9-3073-4ff0-a2c1-a3401b693049,1072,2092,0,"20fdcffd-f7e6-4b4f-893f-9a8833d6d107,c2776d2b-f408-49c4-8659-e3f622828e10,63e0358b-f0cd-48e5-bfb8-8753d10c6831","security,ux,docker",
349,Improve security layer,Improve security layer. Standard type look find. Catch kind would mission wide common.,2025-03-22,2025-03-23,2025-03-26,2025-04-08,2025-03-26,0,COMPLETED,LOW,100.0,54360d16-a436-4ef0-806c-6a5bfab1aef8,af61e8d3-1563-4097-8eb6-4c42c82c08f6,1100,2096,0,293321ff-8a88-40ae-887b-14e7756a8a36,"kubernetes,security","321,274"
350,Integrate API endpoint,Integrate API endpoint. Develop task central dinner.,2025-03-07,2025-03-09,2025-03-09,2025-03-18,,170,TODO,MEDIUM,44.74,865595f7-465e-4e7c-b36b-6815c49a785c,7f413516-c51a-42da-96cf-633a6b1bf04a,1014,2047,0,ba2b13b9-5158-4aa5-8773-79f5158064c9,cloud,
351,Integrate logging mechanism,Integrate logging mechanism. Wonder interesting several born. Simple serious amount.,2025-02-18,2025-02-20,2025-02-21,2025-03-04,,108,TODO,HIGH,18.83,a70ef4d4-1a80-4910-9dfe-efe70c90f8b1,f4d202d8-7f95-4e12-bf78-6c17a71d8a58,1018,2098,0,"dd7a3d8c-d4ba-4b1a-8217-571b7f65e92e,c025af48-aef3-4800-8e53-6e35d6460bcf,1675c842-0b6b-427b-b11d-0a4990336ce6",ux,
352,Fix email system,Fix email system. Or light training analysis feeling act benefit.,2025-02-16,2025-02-18,2025-02-17,2025-02-23,,95,CANCELED,LOW,70.65,b64d2ec8-2767-4445-9ffb-96370201ac94,b34e3f35-4d54-461f-80d2-3be50d7f4870,1087,2076,0,9d17569d-06bf-4469-aa03-8feba5231279,security,
353,Add authentication module,Add authentication module. Onto customer provide ahead certainly. We girl civil may rock. Measure attention standard shake more. Who commercial senior above rise.,2025-02-18,2025-02-20,2025-02-18,2025-02-22,,198,ARCHIVED,HIGH,75.09,3fdf6c36-51d9-4f21-a300-930aa38f4afc,0f8e1c54-fb81-4111-b0bd-10500314fc2a,1098,2056,127,"16b105ca-ef95-458d-bae4-deaedfeb67f3,c888597d-cee0-47d9-860f-a6e991d8d99d","frontend,api,devops",99
354,Migrate logging mechanism,Migrate logging mechanism. Surface listen recently continue pull blue strong. Interest method imagine seven fire letter.,2025-05-06,2025-05-08,2025-05-06,2025-05-09,,120,ARCHIVED,MEDIUM,20.45,f643f1c1-9708-4239-a7cf-ea8187c33c17,f500578b-5877-4c16-9b99-16116bec8a09,1021,2009,23,4c76b008-0999-4d7a-9bec-1f82438b6071,"ci/cd,security",
355,Integrate authentication module,Integrate authentication module. Several relate news American foreign break exist. Save reach subject difficult imagine world into task.,2025-03-28,2025-03-31,2025-03-28,2025-04-02,,114,TODO,HIGH,37.98,c163d6c0-be44-4a6e-aff0-0c734a0d6cdd,2f9654c0-f72d-40f8-997f-65ae5b4cce00,1039,2042,0,"3324150d-1104-4ace-9fa4-928feecff0d7,833d9b8e-bcc3-4b27-8a04-74a0b0217837,c9f2513c-35cc-4d05-aa7f-18a5ccf15856",kubernetes,"92,306"
356,Refactor security layer,Refactor security layer. Conference your man black just probably. Budget house reason within. Ask window full organization.,2025-05-03,2025-05-06,2025-05-07,2025-05-11,,309,BLOCKED,CRITICAL,46.36,c004c218-5fd3-4a06-9cc3-1f0e22d2efb3,3647fbe0-c8fd-4927-96d8-0fc41f4cf937,1029,2028,36,"08731969-9562-402c-a553-8cec9d6bc78e,9fe1c0e7-0b9c-4cd5-b0cc-f13fbd3043e6,1306f497-9237-46fd-b5db-f485035ac4a2",ci/cd,
357,Improve database model,Improve database model. Study rise everything require old. Series song wall green project.,2025-03-17,2025-03-19,2025-03-19,2025-03-28,,211,IN_PROGRESS,MEDIUM,48.26,2e8bf023-e801-4f56-b237-a69e85b365dc,2bdead3f-044a-44cc-9dc9-7a7e08625b62,1065,2013,77,"b5541e58-59be-41d0-bc2c-13f1e1dc4fb6,7088cbe5-05d8-47db-9d24-8f90a29d268b","kubernetes,frontend","237,88"
358,Migrate email system,Migrate email system. Everything should blue economy market pick care. Scene store marriage ago. Him quickly check perform.,2025-03-17,2025-03-20,2025-03-22,2025-03-26,2025-03-22,271,COMPLETED,CRITICAL,100.0,ca44b591-c32a-4bac-b183-8d32e5237fdc,d7e87d9e-2f8b-41a9-8141-977589e3fb89,1008,2043,234,7648f2bb-2627-4ce0-8ffe-e56fa6f556d1,kubernetes,281
359,Migrate API endpoint,Migrate API endpoint. Should society dark product make energy gas. National weight all involve trip himself fire.,2025-02-15,2025-02-18,2025-02-18,2025-03-02,2025-02-18,174,COMPLETED,HIGH,100.0,4d22f936-a650-443c-8bab-7ae19049a159,18961f64-1989-40ce-b763-13c2df951983,1071,2012,154,"555b3968-54eb-474c-b8fd-ee0abe059d59,0bb7bd3e-700a-4de6-b910-ecff1a9e0cdf,864aea07-9db6-499b-880e-fea5163364ba","devops,api","294,250,59"
360,Design database model,Design database model. Along computer process single those clearly issue. Resource maintain body push process. Occur live take media hot manager wife.,2025-03-14,2025-03-14,2025-03-14,2025-03-26,,267,TODO,MEDIUM,63.85,e56dd2a3-a88d-48dc-9a4e-23b4367a857c,739fd958-d264-4716-b3cd-561bbb9ace3e,1084,2019,0,"c6e2d63f-7751-4b36-b4ba-1677772a2e02,fcd25c3a-925a-42a9-bd3b-0f8071b11278,f29b008d-fff7-42c5-9b98-3759d87f93ca","ux,api",72
361,Update database model,Update database model. Fly agreement and student give. Agree through game best generation group goal product. Doctor fine be read than.,2025-04-06,2025-04-08,2025-04-10,2025-04-20,,95,IN_PROGRESS,LOW,56.46,1317acf0-dbd2-4dd3-99f6-851b98c9c370,238f1a02-5279-4ebc-9ebc-a7cffa70cc35,1074,2001,58,"9477eb98-4fc0-4ebe-97f4-382f02fe5e48,32e58142-ab98-4184-b8fe-0adb21124f06","ux,testing,devops",
